#depth variance  VR       nsta
 25  1.061e-09  2.126e+00   4
#mxx        mxy        mxz        myy        myz        mzz
 3.136e+22  3.435e+22  2.424e+22  2.111e+23 -6.499e+22  2.034e+23
#st1 rk1 dp1 st2 rk2 dp2
 43  42  71 297 155  51
#pdc pclvd piso
 41   5  54

#filename
TD002.data
#dt   npts  dist   Az   Zcor VR
1.000  180 206.0 123.0   68  1.406e+00
#data T          R          Z    synth T          R          Z
 8.924e-06  2.888e-05  8.797e-07  1.270e-06 -1.955e-06  5.059e-07
 7.855e-06  3.840e-05  3.788e-06  1.434e-06 -2.058e-06  3.072e-07
 5.316e-06  5.351e-05  7.324e-06  1.275e-06 -1.913e-06  6.161e-08
 1.852e-06  6.913e-05  9.565e-06  8.158e-07 -1.569e-06 -1.414e-07
-9.848e-07  7.977e-05  1.030e-05  1.329e-07 -1.117e-06 -2.562e-07
-1.973e-06  8.220e-05  1.035e-05 -6.394e-07 -6.380e-07 -2.911e-07
-7.419e-07  7.710e-05  1.038e-05 -1.337e-06 -1.868e-07 -2.730e-07
 2.684e-06  6.890e-05  1.042e-05 -1.816e-06  1.886e-07 -2.132e-07
 7.429e-06  6.318e-05  1.028e-05 -1.990e-06  4.457e-07 -1.229e-07
 1.113e-05  6.297e-05  1.013e-05 -1.847e-06  5.634e-07 -3.730e-08
 1.106e-05  6.726e-05  1.072e-05 -1.428e-06  5.572e-07 -3.452e-09
 6.508e-06  7.222e-05  1.242e-05 -8.095e-07  4.830e-07 -4.730e-08
-5.041e-07  7.358e-05  1.449e-05 -9.002e-08  4.116e-07 -1.474e-07
-6.791e-06  6.868e-05  1.532e-05  6.098e-07  3.880e-07 -2.417e-07
-1.021e-05  5.730e-05  1.373e-05  1.162e-06  4.240e-07 -2.661e-07
-1.095e-05  4.096e-05  9.836e-06  1.462e-06  5.330e-07 -1.927e-07
-1.065e-05  2.172e-05  5.034e-06  1.454e-06  7.459e-07 -4.275e-08
-1.038e-05  2.097e-06  1.164e-06  1.157e-06  1.060e-06  1.241e-07
-9.999e-06 -1.490e-05 -7.562e-07  6.561e-07  1.391e-06  2.426e-07
-9.118e-06 -2.720e-05 -7.821e-07  8.519e-08  1.618e-06  2.666e-07
-8.112e-06 -3.548e-05  1.008e-07 -4.040e-07  1.688e-06  1.688e-07
-7.446e-06 -4.280e-05 -1.014e-07 -6.831e-07  1.654e-06 -5.498e-08
-6.350e-06 -5.123e-05 -3.604e-06 -6.818e-07  1.616e-06 -3.643e-07
-3.384e-06 -5.970e-05 -1.040e-05 -4.019e-07  1.601e-06 -6.628e-07
 9.567e-07 -6.565e-05 -1.704e-05  9.116e-08  1.525e-06 -8.411e-07
 3.241e-06 -6.787e-05 -1.928e-05  6.871e-07  1.272e-06 -8.694e-07
 2.867e-07 -6.734e-05 -1.612e-05  1.250e-06  8.331e-07 -8.362e-07
-6.930e-06 -6.496e-05 -1.071e-05  1.643e-06  3.482e-07 -8.680e-07
-1.341e-05 -5.985e-05 -7.408e-06  1.754e-06 -5.481e-09 -1.019e-06
-1.439e-05 -5.089e-05 -8.296e-06  1.540e-06 -1.701e-07 -1.245e-06
-9.453e-06 -3.959e-05 -1.258e-05  1.039e-06 -2.491e-07 -1.474e-06
-2.373e-06 -2.983e-05 -1.790e-05  3.635e-07 -3.930e-07 -1.670e-06
 2.344e-06 -2.443e-05 -2.159e-05 -3.275e-07 -6.447e-07 -1.838e-06
 2.806e-06 -2.274e-05 -2.191e-05 -8.766e-07 -9.195e-07 -1.951e-06
 4.915e-07 -2.207e-05 -1.917e-05 -1.167e-06 -1.138e-06 -1.941e-06
-1.163e-06 -2.082e-05 -1.590e-05 -1.152e-06 -1.339e-06 -1.745e-06
 5.901e-07 -1.910e-05 -1.492e-05 -8.730e-07 -1.651e-06 -1.364e-06
 5.411e-06 -1.691e-05 -1.652e-05 -4.443e-07 -2.147e-06 -8.898e-07
 9.874e-06 -1.332e-05 -1.785e-05 -2.233e-08 -2.731e-06 -4.519e-07
 1.038e-05 -7.439e-06 -1.563e-05  2.436e-07 -3.181e-06 -1.117e-07
 6.336e-06  1.387e-07 -9.605e-06  2.585e-07 -3.318e-06  1.782e-07
 6.637e-07  7.597e-06 -2.831e-06  8.119e-09 -3.131e-06  5.280e-07
-2.412e-06  1.349e-05  1.266e-06 -4.434e-07 -2.761e-06  1.019e-06
-6.352e-07  1.751e-05  1.928e-06 -9.770e-07 -2.373e-06  1.634e-06
 3.991e-06  1.966e-05  1.274e-06 -1.450e-06 -2.025e-06  2.280e-06
 7.040e-06  1.985e-05  2.540e-06 -1.725e-06 -1.673e-06  2.867e-06
 6.110e-06  1.878e-05  7.760e-06 -1.706e-06 -1.277e-06  3.345e-06
 2.896e-06  1.818e-05  1.679e-05 -1.371e-06 -8.611e-07  3.677e-06
 8.296e-07  1.970e-05  2.767e-05 -7.886e-07 -4.870e-07  3.832e-06
 1.462e-06  2.323e-05  3.698e-05 -1.084e-07 -1.792e-07  3.788e-06
 3.638e-06  2.660e-05  4.083e-05  4.892e-07  1.290e-07  3.562e-06
 5.899e-06  2.798e-05  3.789e-05  8.577e-07  5.353e-07  3.222e-06
 7.586e-06  2.698e-05  3.074e-05  9.421e-07  1.061e-06  2.847e-06
 7.419e-06  2.321e-05  2.203e-05  7.957e-07  1.618e-06  2.467e-06
 4.364e-06  1.850e-05  1.494e-05  5.468e-07  2.063e-06  2.058e-06
-1.375e-06  1.377e-05  1.157e-05  3.368e-07  2.292e-06  1.567e-06
-7.801e-06  8.775e-06  1.149e-05  2.677e-07  2.309e-06  9.459e-07
-1.180e-05  3.181e-06  1.193e-05  3.801e-07  2.193e-06  1.978e-07
-1.089e-05 -2.188e-06  9.925e-06  6.557e-07  2.022e-06 -6.266e-07
-5.086e-06 -5.526e-06  5.206e-06  1.029e-06  1.830e-06 -1.452e-06
 2.902e-06 -5.176e-06 -1.875e-07  1.399e-06  1.622e-06 -2.197e-06
 1.015e-05 -4.827e-07 -3.046e-06  1.650e-06  1.388e-06 -2.793e-06
 1.405e-05  6.493e-06 -1.577e-06  1.678e-06  1.139e-06 -3.218e-06
 1.388e-05  1.238e-05  2.231e-06  1.433e-06  9.128e-07 -3.498e-06
 1.131e-05  1.325e-05  4.591e-06  9.601e-07  7.373e-07 -3.696e-06
 9.696e-06  7.367e-06  2.890e-06  3.911e-07  6.072e-07 -3.869e-06
 1.191e-05 -2.020e-06 -2.144e-06 -1.011e-07  5.032e-07 -4.015e-06
 1.808e-05 -8.801e-06 -7.756e-06 -3.817e-07  4.146e-07 -4.069e-06
 2.569e-05 -7.868e-06 -1.146e-05 -4.187e-07  3.563e-07 -3.959e-06
 3.083e-05  9.198e-07 -1.143e-05 -2.941e-07  3.647e-07 -3.634e-06
 3.135e-05  1.386e-05 -8.884e-06 -1.557e-07  4.619e-07 -3.080e-06
 2.852e-05  2.489e-05 -7.496e-06 -1.412e-07  6.351e-07 -2.312e-06
 2.515e-05  2.864e-05 -1.197e-05 -3.156e-07  8.468e-07 -1.381e-06
 2.272e-05  2.322e-05 -2.335e-05 -6.497e-07  1.049e-06 -3.628e-07
 2.009e-05  1.076e-05 -3.698e-05 -1.043e-06  1.215e-06  6.539e-07
